state,date,precipitation,year,month
Amazonas,2001-07-31,30.6,2001,7
Amazonas,2001-08-31,14.9,2001,8
Amazonas,2001-09-30,88.2,2001,9
Amazonas,2001-10-31,28.1,2001,10
Amazonas,2001-11-30,55.0,2001,11
Amazonas,2001-12-31,213.0,2001,12
Amazonas,2002-01-31,380.8,2002,1
Amazonas,2002-02-28,239.9,2002,2
Amazonas,2002-03-31,195.3,2002,3
Amazonas,2002-04-30,376.7,2002,4
Amazonas,2002-05-31,262.9,2002,5
Amazonas,2002-06-30,159.1,2002,6
Amazonas,2002-07-31,3.4,2002,7
Amazonas,2002-08-31,35.4,2002,8
Amazonas,2002-09-30,60.1,2002,9
Amazonas,2002-10-31,216.1,2002,10
Amazonas,2002-11-30,81.2,2002,11
Amazonas,2002-12-31,311.2,2002,12
Amazonas,2003-01-31,105.8,2003,1
Amazonas,2003-02-28,340.9,2003,2
Amazonas,2003-03-31,209.2,2003,3
Amazonas,2003-04-30,390.1,2003,4
Amazonas,2003-05-31,219.6,2003,5
Amazonas,2003-06-30,110.7,2003,6
Amazonas,2003-07-31,93.0,2003,7
Amazonas,2003-08-31,118.3,2003,8
Amazonas,2003-09-30,60.9,2003,9
Amazonas,2003-10-31,96.9,2003,10
Amazonas,2003-11-30,119.6,2003,11
Amazonas,2003-12-31,89.9,2003,12
Amazonas,2004-01-31,179.6,2004,1
Amazonas,2004-02-29,150.6,2004,2
Amazonas,2004-03-31,424.2,2004,3
Amazonas,2004-04-30,227.2,2004,4
Amazonas,2004-05-31,422.9,2004,5
Amazonas,2004-06-30,120.2,2004,6
Amazonas,2004-07-31,59.6,2004,7
Amazonas,2004-08-31,141.3,2004,8
Amazonas,2004-09-30,112.0,2004,9
Amazonas,2004-10-31,66.0,2004,10
Amazonas,2004-11-30,13.3,2004,11
Amazonas,2004-12-31,140.0,2004,12
Amazonas,2005-01-31,165.7,2005,1
Amazonas,2005-02-28,331.5,2005,2
Amazonas,2005-03-31,334.0,2005,3
Amazonas,2005-04-30,404.8,2005,4
Amazonas,2005-05-31,225.5,2005,5
Amazonas,2005-06-30,53.5,2005,6
Amazonas,2005-07-31,52.4,2005,7
Amazonas,2005-08-31,16.2,2005,8
Amazonas,2005-09-30,45.9,2005,9
Amazonas,2005-10-31,75.2,2005,10
Amazonas,2005-11-30,211.6,2005,11
Amazonas,2005-12-31,291.8,2005,12
Amazonas,2006-01-31,173.3,2006,1
Amazonas,2006-02-28,346.4,2006,2
Amazonas,2006-03-31,265.3,2006,3
Amazonas,2006-04-30,252.1,2006,4
Amazonas,2006-05-31,382.1,2006,5
Amazonas,2006-06-30,87.0,2006,6
Amazonas,2006-07-31,71.6,2006,7
Amazonas,2006-08-31,16.7,2006,8
Amazonas,2006-09-30,32.8,2006,9
Amazonas,2006-10-31,66.0,2006,10
Amazonas,2006-11-30,294.0,2006,11
Amazonas,2006-12-31,317.4,2006,12
Amazonas,2007-01-31,414.4,2007,1
Amazonas,2007-02-28,137.7,2007,2
Amazonas,2007-03-31,336.0,2007,3
Amazonas,2007-04-30,343.1,2007,4
Amazonas,2007-05-31,165.3,2007,5
Amazonas,2007-06-30,100.2,2007,6
Amazonas,2007-07-31,121.9,2007,7
Amazonas,2007-08-31,133.3,2007,8
Amazonas,2007-09-30,71.7,2007,9
Amazonas,2007-10-31,28.5,2007,10
Amazonas,2007-11-30,226.2,2007,11
Amazonas,2007-12-31,327.9,2007,12
Amazonas,2008-01-31,397.4,2008,1
Amazonas,2008-02-29,298.8,2008,2
Amazonas,2008-03-31,553.0,2008,3
Amazonas,2008-04-30,345.4,2008,4
Amazonas,2008-05-31,264.1,2008,5
Amazonas,2008-06-30,202.7,2008,6
Amazonas,2008-07-31,80.2,2008,7
Amazonas,2008-08-31,58.4,2008,8
Amazonas,2008-09-30,56.0,2008,9
Amazonas,2008-10-31,162.2,2008,10
Amazonas,2008-11-30,280.8,2008,11
Amazonas,2008-12-31,458.1,2008,12
Amazonas,2009-01-31,310.8,2009,1
Amazonas,2009-02-28,457.9,2009,2
Amazonas,2009-03-31,232.5,2009,3
Amazonas,2009-04-30,222.1,2009,4
Amazonas,2009-05-31,114.0,2009,5
Amazonas,2009-06-30,165.8,2009,6
Amazonas,2009-07-31,25.1,2009,7
Amazonas,2009-08-31,5.4,2009,8
Amazonas,2009-09-30,4.2,2009,9
Amazonas,2009-10-31,26.0,2009,10
Amazonas,2009-11-30,132.3,2009,11
Amazonas,2009-12-31,262.4,2009,12
Amazonas,2010-01-31,295.8,2010,1
Amazonas,2010-02-28,352.5,2010,2
Amazonas,2010-03-31,206.4,2010,3
Amazonas,2010-04-30,303.4,2010,4
Amazonas,2010-05-31,165.1,2010,5
Amazonas,2010-06-30,119.1,2010,6
Amazonas,2010-07-31,100.6,2010,7
Amazonas,2010-08-31,54.8,2010,8
Amazonas,2010-09-30,26.6,2010,9
Amazonas,2010-10-31,116.9,2010,10
Amazonas,2010-11-30,140.6,2010,11
Amazonas,2010-12-31,290.1,2010,12
Amazonas,2011-01-31,226.8,2011,1
Amazonas,2011-02-28,493.3,2011,2
Amazonas,2011-03-31,323.3,2011,3
Amazonas,2011-04-30,515.9,2011,4
Amazonas,2011-05-31,222.4,2011,5
Amazonas,2011-06-30,121.3,2011,6
Amazonas,2011-07-31,20.2,2011,7
Amazonas,2011-08-31,64.3,2011,8
Amazonas,2011-09-30,41.5,2011,9
Amazonas,2011-10-31,283.7,2011,10
Amazonas,2011-11-30,272.8,2011,11
Amazonas,2011-12-31,194.5,2011,12
Amazonas,2012-01-31,365.2,2012,1
Amazonas,2012-02-29,288.7,2012,2
Amazonas,2012-03-31,277.4,2012,3
Amazonas,2012-04-30,195.6,2012,4
Amazonas,2012-05-31,167.8,2012,5
Amazonas,2012-06-30,85.4,2012,6
Amazonas,2012-07-31,83.0,2012,7
Amazonas,2012-08-31,26.6,2012,8
Amazonas,2012-09-30,90.3,2012,9
Amazonas,2012-10-31,181.3,2012,10
Amazonas,2012-11-30,284.5,2012,11
Amazonas,2012-12-31,266.2,2012,12
Amazonas,2013-01-31,314.6,2013,1
Amazonas,2013-02-28,342.1,2013,2
Amazonas,2013-03-31,427.4,2013,3
Amazonas,2013-04-30,420.6,2013,4
Amazonas,2013-05-31,238.4,2013,5
Amazonas,2013-06-30,32.3,2013,6
Amazonas,2013-07-31,167.1,2013,7
Amazonas,2013-08-31,53.0,2013,8
Amazonas,2013-09-30,121.0,2013,9
Amazonas,2013-10-31,193.0,2013,10
Amazonas,2013-11-30,312.2,2013,11
Amazonas,2013-12-31,101.3,2013,12
Amazonas,2014-01-31,253.3,2014,1
Amazonas,2014-02-28,245.4,2014,2
Amazonas,2014-03-31,527.7,2014,3
Amazonas,2014-04-30,255.0,2014,4
Amazonas,2014-05-31,411.3,2014,5
Amazonas,2014-06-30,211.7,2014,6
Amazonas,2014-07-31,66.1,2014,7
Amazonas,2014-08-31,32.2,2014,8
Amazonas,2014-09-30,0.6,2014,9
Amazonas,2014-10-31,190.9,2014,10
Amazonas,2014-11-30,196.0,2014,11
Amazonas,2014-12-31,173.8,2014,12
Amazonas,2015-01-31,303.7,2015,1
Amazonas,2015-02-28,214.0,2015,2
Amazonas,2015-03-31,373.7,2015,3
Amazonas,2015-04-30,165.5,2015,4
Amazonas,2015-05-31,280.8,2015,5
Amazonas,2015-06-30,75.8,2015,6
Amazonas,2015-07-31,47.3,2015,7
Amazonas,2015-08-31,10.7,2015,8
Amazonas,2015-09-30,15.8,2015,9
Amazonas,2015-10-31,31.3,2015,10
Amazonas,2015-11-30,90.7,2015,11
Amazonas,2015-12-31,126.4,2015,12
Amazonas,2016-01-31,129.6,2016,1
Amazonas,2016-02-29,235.3,2016,2
Amazonas,2016-03-31,281.9,2016,3
Amazonas,2016-04-30,303.9,2016,4
Amazonas,2016-05-31,117.5,2016,5
Amazonas,2016-06-30,97.1,2016,6
Amazonas,2016-07-31,103.2,2016,7
Amazonas,2016-08-31,49.8,2016,8
Amazonas,2016-09-30,112.0,2016,9
Amazonas,2016-10-31,152.2,2016,10
Amazonas,2016-11-30,193.7,2016,11
Amazonas,2016-12-31,518.8,2016,12
Amazonas,2017-01-31,402.1,2017,1
Amazonas,2017-02-28,257.4,2017,2
Amazonas,2017-03-31,270.0,2017,3
Amazonas,2017-04-30,338.4,2017,4
Amazonas,2017-05-31,135.8,2017,5
Amazonas,2017-06-30,126.5,2017,6
Amazonas,2017-07-31,75.7,2017,7
Amazonas,2017-08-31,20.1,2017,8
Amazonas,2017-09-30,166.4,2017,9
Amazonas,2017-10-31,148.1,2017,10
Amazonas,2017-11-30,195.7,2017,11
Distrito Federal,1998-01-31,246.3,1998,1
Distrito Federal,1998-02-28,128.1,1998,2
Distrito Federal,1998-03-31,263.1,1998,3
Distrito Federal,1998-04-30,67.0,1998,4
Distrito Federal,1998-05-31,38.8,1998,5
Distrito Federal,1998-06-30,7.4,1998,6
Distrito Federal,1998-07-31,0.0,1998,7
Distrito Federal,1998-08-31,9.7,1998,8
Distrito Federal,1998-09-30,20.7,1998,9
Distrito Federal,1998-10-31,125.8,1998,10
Distrito Federal,1998-11-30,300.5,1998,11
Distrito Federal,1998-12-31,167.8,1998,12
Distrito Federal,1999-01-31,70.8,1999,1
Distrito Federal,1999-02-28,108.6,1999,2
Distrito Federal,1999-03-31,228.1,1999,3
Distrito Federal,1999-04-30,60.9,1999,4
Distrito Federal,1999-05-31,8.9,1999,5
Distrito Federal,1999-06-30,3.3,1999,6
Distrito Federal,1999-07-31,0.0,1999,7
Distrito Federal,1999-08-31,0.0,1999,8
Distrito Federal,1999-09-30,59.9,1999,9
Distrito Federal,1999-10-31,200.1,1999,10
Distrito Federal,1999-11-30,289.8,1999,11
Distrito Federal,1999-12-31,206.3,1999,12
Distrito Federal,2000-01-31,130.0,2000,1
Distrito Federal,2000-02-29,168.3,2000,2
Distrito Federal,2000-03-31,229.6,2000,3
Distrito Federal,2000-04-30,98.8,2000,4
Distrito Federal,2000-05-31,0.0,2000,5
Distrito Federal,2000-06-30,0.0,2000,6
Distrito Federal,2000-07-31,0.2,2000,7
Distrito Federal,2000-08-31,56.3,2000,8
Distrito Federal,2000-09-30,105.3,2000,9
Distrito Federal,2000-10-31,201.8,2000,10
Distrito Federal,2000-11-30,231.7,2000,11
Distrito Federal,2000-12-31,155.3,2000,12
Distrito Federal,2001-01-31,179.4,2001,1
Distrito Federal,2001-02-28,105.9,2001,2
Distrito Federal,2001-03-31,191.5,2001,3
Distrito Federal,2001-04-30,145.4,2001,4
Distrito Federal,2001-05-31,36.2,2001,5
Distrito Federal,2001-06-30,0.0,2001,6
Distrito Federal,2001-07-31,14.6,2001,7
Distrito Federal,2001-08-31,38.5,2001,8
Distrito Federal,2001-09-30,50.5,2001,9
Distrito Federal,2001-10-31,132.5,2001,10
Distrito Federal,2001-11-30,199.6,2001,11
Distrito Federal,2001-12-31,191.4,2001,12
Distrito Federal,2002-01-31,208.3,2002,1
Distrito Federal,2002-02-28,233.0,2002,2
Distrito Federal,2002-03-31,133.8,2002,3
Distrito Federal,2002-04-30,90.1,2002,4
Distrito Federal,2002-05-31,18.2,2002,5
Distrito Federal,2002-06-30,0.0,2002,6
Distrito Federal,2002-07-31,16.5,2002,7
Distrito Federal,2002-08-31,17.8,2002,8
Distrito Federal,2002-09-30,67.8,2002,9
Distrito Federal,2002-10-31,57.5,2002,10
Distrito Federal,2002-11-30,175.1,2002,11
Distrito Federal,2002-12-31,371.4,2002,12
Distrito Federal,2003-01-31,229.4,2003,1
Distrito Federal,2003-02-28,164.3,2003,2
Distrito Federal,2003-03-31,208.2,2003,3
Distrito Federal,2003-04-30,70.2,2003,4
Distrito Federal,2003-05-31,8.7,2003,5
Distrito Federal,2003-06-30,0.0,2003,6
Distrito Federal,2003-07-31,0.0,2003,7
Distrito Federal,2003-08-31,62.4,2003,8
Distrito Federal,2003-09-30,11.3,2003,9
Distrito Federal,2003-10-31,64.8,2003,10
Distrito Federal,2003-11-30,276.4,2003,11
Distrito Federal,2003-12-31,191.5,2003,12
Distrito Federal,2004-01-31,344.4,2004,1
Distrito Federal,2004-02-29,422.3,2004,2
Distrito Federal,2004-03-31,266.8,2004,3
Distrito Federal,2004-04-30,171.2,2004,4
Distrito Federal,2004-05-31,11.6,2004,5
Distrito Federal,2004-06-30,0.0,2004,6
Distrito Federal,2004-07-31,0.5,2004,7
Distrito Federal,2004-08-31,0.0,2004,8
Distrito Federal,2004-09-30,0.0,2004,9
Distrito Federal,2004-10-31,172.3,2004,10
Distrito Federal,2004-11-30,103.9,2004,11
Distrito Federal,2004-12-31,126.0,2004,12
Distrito Federal,2005-01-31,245.2,2005,1
Distrito Federal,2005-02-28,264.7,2005,2
Distrito Federal,2005-03-31,398.6,2005,3
Distrito Federal,2005-04-30,28.0,2005,4
Distrito Federal,2005-05-31,17.0,2005,5
Distrito Federal,2005-06-30,5.4,2005,6
Distrito Federal,2005-07-31,0.2,2005,7
Distrito Federal,2005-08-31,39.1,2005,8
Distrito Federal,2005-09-30,55.9,2005,9
Distrito Federal,2005-10-31,57.3,2005,10
Distrito Federal,2005-11-30,226.5,2005,11
Distrito Federal,2005-12-31,422.2,2005,12
Distrito Federal,2006-01-31,123.1,2006,1
Distrito Federal,2006-02-28,191.4,2006,2
Distrito Federal,2006-03-31,257.9,2006,3
Distrito Federal,2006-04-30,141.7,2006,4
Distrito Federal,2006-05-31,35.1,2006,5
Distrito Federal,2006-06-30,0.9,2006,6
Distrito Federal,2006-07-31,0.1,2006,7
Distrito Federal,2006-08-31,52.8,2006,8
Distrito Federal,2006-09-30,40.3,2006,9
Distrito Federal,2006-10-31,526.4,2006,10
Distrito Federal,2006-11-30,195.6,2006,11
Distrito Federal,2006-12-31,182.1,2006,12
Distrito Federal,2007-01-31,269.6,2007,1
Distrito Federal,2007-02-28,265.9,2007,2
Distrito Federal,2007-03-31,35.7,2007,3
Distrito Federal,2007-04-30,50.1,2007,4
Distrito Federal,2007-05-31,7.5,2007,5
Distrito Federal,2007-06-30,0.0,2007,6
Distrito Federal,2007-07-31,0.0,2007,7
Distrito Federal,2007-08-31,0.0,2007,8
Distrito Federal,2007-09-30,0.0,2007,9
Distrito Federal,2007-10-31,38.3,2007,10
Distrito Federal,2007-11-30,224.9,2007,11
Distrito Federal,2007-12-31,275.0,2007,12
Distrito Federal,2008-01-31,201.0,2008,1
Distrito Federal,2008-02-29,227.6,2008,2
Distrito Federal,2008-03-31,234.6,2008,3
Distrito Federal,2008-04-30,210.2,2008,4
Distrito Federal,2008-05-31,0.0,2008,5
Distrito Federal,2008-06-30,0.0,2008,6
Distrito Federal,2008-07-31,0.0,2008,7
Distrito Federal,2008-08-31,2.7,2008,8
Distrito Federal,2008-09-30,79.9,2008,9
Distrito Federal,2008-10-31,38.7,2008,10
Distrito Federal,2008-11-30,271.0,2008,11
Distrito Federal,2008-12-31,323.4,2008,12
Distrito Federal,2009-01-31,205.0,2009,1
Distrito Federal,2009-02-28,134.8,2009,2
Distrito Federal,2009-03-31,81.0,2009,3
Distrito Federal,2009-04-30,375.9,2009,4
Distrito Federal,2009-05-31,61.2,2009,5
Distrito Federal,2009-06-30,9.3,2009,6
Distrito Federal,2009-07-31,0.0,2009,7
Distrito Federal,2009-08-31,72.5,2009,8
Distrito Federal,2009-09-30,50.5,2009,9
Distrito Federal,2009-10-31,295.8,2009,10
Distrito Federal,2009-11-30,199.1,2009,11
Distrito Federal,2009-12-31,307.8,2009,12
Distrito Federal,2010-01-31,121.0,2010,1
Distrito Federal,2010-02-28,37.2,2010,2
Distrito Federal,2010-03-31,244.7,2010,3
Distrito Federal,2010-04-30,238.8,2010,4
Distrito Federal,2010-05-31,27.5,2010,5
Distrito Federal,2010-06-30,0.0,2010,6
Distrito Federal,2010-07-31,0.0,2010,7
Distrito Federal,2010-08-31,0.0,2010,8
Distrito Federal,2010-09-30,0.0,2010,9
Distrito Federal,2010-10-31,189.9,2010,10
Distrito Federal,2010-11-30,254.5,2010,11
Distrito Federal,2010-12-31,318.0,2010,12
Distrito Federal,2011-01-31,126.8,2011,1
Distrito Federal,2011-02-28,172.4,2011,2
Distrito Federal,2011-03-31,243.2,2011,3
Distrito Federal,2011-04-30,69.5,2011,4
Distrito Federal,2011-05-31,13.9,2011,5
Distrito Federal,2011-06-30,3.8,2011,6
Distrito Federal,2011-07-31,0.0,2011,7
Distrito Federal,2011-08-31,0.0,2011,8
Distrito Federal,2011-09-30,7.0,2011,9
Distrito Federal,2011-10-31,263.9,2011,10
Distrito Federal,2011-11-30,333.8,2011,11
Distrito Federal,2011-12-31,324.5,2011,12
Distrito Federal,2012-01-31,269.9,2012,1
Distrito Federal,2012-02-29,114.9,2012,2
Distrito Federal,2012-03-31,196.9,2012,3
Distrito Federal,2012-04-30,121.3,2012,4
Distrito Federal,2012-05-31,44.4,2012,5
Distrito Federal,2012-06-30,2.4,2012,6
Distrito Federal,2012-07-31,0.2,2012,7
Distrito Federal,2012-08-31,0.0,2012,8
Distrito Federal,2012-09-30,32.9,2012,9
Distrito Federal,2012-10-31,109.8,2012,10
Distrito Federal,2012-11-30,444.6,2012,11
Distrito Federal,2012-12-31,141.9,2012,12
Distrito Federal,2013-01-31,491.8,2013,1
Distrito Federal,2013-02-28,190.1,2013,2
Distrito Federal,2013-03-31,190.3,2013,3
Distrito Federal,2013-04-30,95.4,2013,4
Distrito Federal,2013-05-31,22.2,2013,5
Distrito Federal,2013-06-30,6.2,2013,6
Distrito Federal,2013-07-31,0.3,2013,7
Distrito Federal,2013-08-31,0.0,2013,8
Distrito Federal,2013-09-30,65.9,2013,9
Distrito Federal,2013-10-31,106.7,2013,10
Distrito Federal,2013-11-30,278.8,2013,11
Distrito Federal,2013-12-31,353.6,2013,12
Distrito Federal,2014-01-31,153.0,2014,1
Distrito Federal,2014-02-28,139.2,2014,2
Distrito Federal,2014-03-31,341.9,2014,3
Distrito Federal,2014-04-30,249.3,2014,4
Distrito Federal,2014-05-31,2.8,2014,5
Distrito Federal,2014-06-30,9.9,2014,6
Distrito Federal,2014-07-31,7.9,2014,7
Distrito Federal,2014-08-31,0.0,2014,8
Distrito Federal,2014-09-30,16.2,2014,9
Distrito Federal,2014-10-31,201.4,2014,10
Distrito Federal,2014-11-30,192.1,2014,11
Distrito Federal,2014-12-31,366.7,2014,12
Distrito Federal,2015-01-31,93.9,2015,1
Distrito Federal,2015-02-28,127.0,2015,2
Distrito Federal,2015-03-31,345.5,2015,3
Distrito Federal,2015-04-30,206.8,2015,4
Distrito Federal,2015-05-31,48.3,2015,5
Distrito Federal,2015-06-30,0.0,2015,6
Distrito Federal,2015-07-31,0.8,2015,7
Distrito Federal,2015-08-31,0.0,2015,8
Distrito Federal,2015-09-30,21.6,2015,9
Distrito Federal,2015-10-31,69.4,2015,10
Distrito Federal,2015-11-30,167.8,2015,11
Distrito Federal,2015-12-31,171.6,2015,12
Distrito Federal,2016-01-31,397.6,2016,1
Distrito Federal,2016-02-29,84.8,2016,2
Distrito Federal,2016-03-31,150.6,2016,3
Distrito Federal,2016-04-30,11.0,2016,4
Distrito Federal,2016-05-31,3.9,2016,5
Distrito Federal,2016-06-30,0.0,2016,6
Distrito Federal,2016-07-31,0.0,2016,7
Distrito Federal,2016-08-31,20.9,2016,8
Distrito Federal,2016-09-30,55.9,2016,9
Distrito Federal,2016-10-31,83.7,2016,10
Distrito Federal,2016-11-30,228.4,2016,11
Distrito Federal,2016-12-31,156.1,2016,12
Distrito Federal,2017-01-31,146.5,2017,1
Distrito Federal,2017-02-28,258.8,2017,2
Distrito Federal,2017-03-31,177.2,2017,3
Distrito Federal,2017-04-30,26.7,2017,4
Distrito Federal,2017-05-31,64.3,2017,5
Distrito Federal,2017-06-30,0.0,2017,6
Distrito Federal,2017-07-31,0.0,2017,7
Distrito Federal,2017-08-31,0.0,2017,8
Distrito Federal,2017-09-30,9.2,2017,9
Distrito Federal,2017-10-31,33.2,2017,10
Distrito Federal,2017-11-30,321.4,2017,11
Pernambuco,1998-01-31,67.4,1998,1
Pernambuco,1998-02-28,42.2,1998,2
Pernambuco,1998-03-31,83.6,1998,3
Pernambuco,1998-04-30,115.9,1998,4
Pernambuco,1998-05-31,187.6,1998,5
Pernambuco,1998-06-30,166.6,1998,6
Pernambuco,1998-07-31,169.1,1998,7
Pernambuco,1998-08-31,277.8,1998,8
Pernambuco,1998-09-30,52.3,1998,9
Pernambuco,1998-10-31,55.4,1998,10
Pernambuco,1998-11-30,15.8,1998,11
Pernambuco,1998-12-31,16.0,1998,12
Pernambuco,1999-01-31,44.7,1999,1
Pernambuco,1999-02-28,18.8,1999,2
Pernambuco,1999-03-31,196.9,1999,3
Pernambuco,1999-04-30,103.4,1999,4
Pernambuco,1999-05-31,306.1,1999,5
Pernambuco,1999-06-30,125.3,1999,6
Pernambuco,1999-07-31,259.6,1999,7
Pernambuco,1999-08-31,142.2,1999,8
Pernambuco,1999-09-30,72.8,1999,9
Pernambuco,1999-10-31,90.3,1999,10
Pernambuco,1999-11-30,18.9,1999,11
Pernambuco,1999-12-31,104.9,1999,12
Pernambuco,2000-01-31,276.4,2000,1
Pernambuco,2000-02-29,87.9,2000,2
Pernambuco,2000-03-31,174.1,2000,3
Pernambuco,2000-04-30,435.4,2000,4
Pernambuco,2000-05-31,265.4,2000,5
Pernambuco,2000-06-30,562.9,2000,6
Pernambuco,2000-07-31,575.0,2000,7
Pernambuco,2000-08-31,443.4,2000,8
Pernambuco,2000-09-30,336.1,2000,9
Pernambuco,2000-10-31,58.2,2000,10
Pernambuco,2000-11-30,45.1,2000,11
Pernambuco,2000-12-31,99.1,2000,12
Pernambuco,2001-01-31,58.8,2001,1
Pernambuco,2001-02-28,56.5,2001,2
Pernambuco,2001-03-31,133.7,2001,3
Pernambuco,2001-04-30,327.8,2001,4
Pernambuco,2001-05-31,59.5,2001,5
Pernambuco,2001-06-30,432.4,2001,6
Pernambuco,2001-07-31,355.5,2001,7
Pernambuco,2001-08-31,211.0,2001,8
Pernambuco,2001-09-30,106.3,2001,9
Pernambuco,2001-10-31,103.7,2001,10
Pernambuco,2001-11-30,32.1,2001,11
Pernambuco,2001-12-31,109.0,2001,12
Pernambuco,2002-01-31,231.6,2002,1
Pernambuco,2002-02-28,199.5,2002,2
Pernambuco,2002-03-31,409.8,2002,3
Pernambuco,2002-04-30,140.2,2002,4
Pernambuco,2002-05-31,304.2,2002,5
Pernambuco,2002-06-30,583.5,2002,6
Pernambuco,2002-07-31,282.3,2002,7
Pernambuco,2002-08-31,124.2,2002,8
Pernambuco,2002-09-30,42.5,2002,9
Pernambuco,2002-10-31,49.0,2002,10
Pernambuco,2002-11-30,87.7,2002,11
Pernambuco,2002-12-31,33.1,2002,12
Pernambuco,2003-01-31,53.3,2003,1
Pernambuco,2003-02-28,158.5,2003,2
Pernambuco,2003-03-31,397.9,2003,3
Pernambuco,2003-04-30,116.1,2003,4
Pernambuco,2003-05-31,225.9,2003,5
Pernambuco,2003-06-30,474.5,2003,6
Pernambuco,2003-07-31,282.2,2003,7
Pernambuco,2003-08-31,194.8,2003,8
Pernambuco,2003-09-30,136.0,2003,9
Pernambuco,2003-10-31,52.3,2003,10
Pernambuco,2003-11-30,26.8,2003,11
Pernambuco,2003-12-31,51.5,2003,12
Pernambuco,2004-01-31,249.9,2004,1
Pernambuco,2004-02-29,226.0,2004,2
Pernambuco,2004-03-31,168.8,2004,3
Pernambuco,2004-04-30,378.2,2004,4
Pernambuco,2004-05-31,327.7,2004,5
Pernambuco,2004-06-30,537.3,2004,6
Pernambuco,2004-07-31,359.8,2004,7
Pernambuco,2004-08-31,138.9,2004,8
Pernambuco,2004-09-30,81.1,2004,9
Pernambuco,2004-10-31,33.6,2004,10
Pernambuco,2004-11-30,18.2,2004,11
Pernambuco,2004-12-31,13.2,2004,12
Pernambuco,2005-01-31,14.3,2005,1
Pernambuco,2005-02-28,80.4,2005,2
Pernambuco,2005-03-31,75.9,2005,3
Pernambuco,2005-04-30,168.1,2005,4
Pernambuco,2005-05-31,507.1,2005,5
Pernambuco,2005-06-30,709.0,2005,6
Pernambuco,2005-07-31,182.7,2005,7
Pernambuco,2005-08-31,290.8,2005,8
Pernambuco,2005-09-30,45.3,2005,9
Pernambuco,2005-10-31,59.7,2005,10
Pernambuco,2005-11-30,8.7,2005,11
Pernambuco,2005-12-31,174.2,2005,12
Pernambuco,2006-01-31,12.3,2006,1
Pernambuco,2006-02-28,32.4,2006,2
Pernambuco,2006-03-31,158.2,2006,3
Pernambuco,2006-04-30,322.2,2006,4
Pernambuco,2006-05-31,338.0,2006,5
Pernambuco,2006-06-30,432.1,2006,6
Pernambuco,2006-07-31,222.5,2006,7
Pernambuco,2006-08-31,185.8,2006,8
Pernambuco,2006-09-30,79.0,2006,9
Pernambuco,2006-10-31,8.7,2006,10
Pernambuco,2006-11-30,84.7,2006,11
Pernambuco,2006-12-31,106.4,2006,12
Pernambuco,2007-01-31,83.5,2007,1
Pernambuco,2007-02-28,226.7,2007,2
Pernambuco,2007-03-31,138.7,2007,3
Pernambuco,2007-04-30,347.3,2007,4
Pernambuco,2007-05-31,208.2,2007,5
Pernambuco,2007-06-30,390.8,2007,6
Pernambuco,2007-07-31,331.0,2007,7
Pernambuco,2007-08-31,223.7,2007,8
Pernambuco,2007-09-30,127.1,2007,9
Pernambuco,2007-10-31,25.6,2007,10
Pernambuco,2007-11-30,40.0,2007,11
Pernambuco,2007-12-31,30.6,2007,12
Pernambuco,2008-01-31,85.7,2008,1
Pernambuco,2008-02-29,32.3,2008,2
Pernambuco,2008-03-31,395.4,2008,3
Pernambuco,2008-04-30,314.2,2008,4
Pernambuco,2008-05-31,415.7,2008,5
Pernambuco,2008-06-30,391.8,2008,6
Pernambuco,2008-07-31,374.3,2008,7
Pernambuco,2008-08-31,294.4,2008,8
Pernambuco,2008-09-30,47.6,2008,9
Pernambuco,2008-10-31,53.6,2008,10
Pernambuco,2008-11-30,16.0,2008,11
Pernambuco,2008-12-31,18.3,2008,12
Pernambuco,2009-01-31,85.2,2009,1
Pernambuco,2009-02-28,376.1,2009,2
Pernambuco,2009-03-31,142.8,2009,3
Pernambuco,2009-04-30,351.8,2009,4
Pernambuco,2009-05-31,410.1,2009,5
Pernambuco,2009-06-30,333.0,2009,6
Pernambuco,2009-07-31,386.8,2009,7
Pernambuco,2009-08-31,290.2,2009,8
Pernambuco,2009-09-30,83.5,2009,9
Pernambuco,2009-10-31,16.3,2009,10
Pernambuco,2009-11-30,49.9,2009,11
Pernambuco,2009-12-31,47.8,2009,12
Pernambuco,2010-01-31,193.4,2010,1
Pernambuco,2010-02-28,45.2,2010,2
Pernambuco,2010-03-31,92.7,2010,3
Pernambuco,2010-04-30,273.3,2010,4
Pernambuco,2010-05-31,114.3,2010,5
Pernambuco,2010-06-30,543.9,2010,6
Pernambuco,2010-07-31,259.4,2010,7
Pernambuco,2010-08-31,191.2,2010,8
Pernambuco,2010-09-30,74.3,2010,9
Pernambuco,2010-10-31,37.4,2010,10
Pernambuco,2010-11-30,23.5,2010,11
Pernambuco,2010-12-31,84.8,2010,12
Pernambuco,2011-01-31,139.3,2011,1
Pernambuco,2011-02-28,336.6,2011,2
Pernambuco,2011-03-31,129.5,2011,3
Pernambuco,2011-04-30,647.4,2011,4
Pernambuco,2011-05-31,755.7,2011,5
Pernambuco,2011-06-30,303.9,2011,6
Pernambuco,2011-07-31,544.4,2011,7
Pernambuco,2011-08-31,201.8,2011,8
Pernambuco,2011-09-30,35.7,2011,9
Pernambuco,2011-10-31,34.6,2011,10
Pernambuco,2011-11-30,75.0,2011,11
Pernambuco,2011-12-31,41.8,2011,12
Pernambuco,2012-01-31,198.6,2012,1
Pernambuco,2012-02-29,189.8,2012,2
