state,date,precipitation,year,month
Piauí,2010-06-30,74.7,2010,6
Piauí,2010-07-31,1.8,2010,7
Piauí,2010-08-31,0.0,2010,8
Piauí,2010-09-30,2.0,2010,9
Piauí,2010-10-31,28.7,2010,10
Piauí,2010-11-30,56.7,2010,11
Piauí,2010-12-31,133.3,2010,12
Piauí,2011-01-31,151.9,2011,1
Piauí,2011-02-28,200.8,2011,2
Piauí,2011-03-31,286.4,2011,3
Piauí,2011-04-30,387.4,2011,4
Piauí,2011-05-31,213.9,2011,5
Piauí,2011-06-30,3.9,2011,6
Piauí,2011-07-31,19.3,2011,7
Piauí,2011-08-31,10.8,2011,8
Piauí,2011-09-30,0.6,2011,9
Piauí,2011-10-31,167.6,2011,10
Piauí,2011-11-30,124.6,2011,11
Piauí,2011-12-31,23.4,2011,12
Piauí,2012-01-31,133.1,2012,1
Piauí,2012-02-29,317.1,2012,2
Piauí,2012-03-31,264.0,2012,3
Piauí,2012-04-30,121.0,2012,4
Piauí,2012-05-31,31.3,2012,5
Piauí,2012-06-30,25.4,2012,6
Piauí,2012-07-31,0.0,2012,7
Piauí,2012-08-31,0.0,2012,8
Piauí,2012-09-30,0.0,2012,9
Piauí,2012-10-31,3.1,2012,10
Piauí,2012-11-30,6.1,2012,11
Piauí,2012-12-31,76.1,2012,12
Piauí,2013-01-31,191.2,2013,1
Piauí,2013-02-28,118.7,2013,2
Piauí,2013-03-31,258.3,2013,3
Piauí,2013-04-30,361.1,2013,4
Piauí,2013-05-31,81.6,2013,5
Piauí,2013-06-30,22.9,2013,6
Piauí,2013-07-31,29.4,2013,7
Piauí,2013-08-31,1.4,2013,8
Piauí,2013-09-30,28.8,2013,9
Piauí,2013-10-31,18.9,2013,10
Piauí,2013-11-30,88.6,2013,11
Piauí,2013-12-31,51.1,2013,12
Piauí,2014-01-31,271.8,2014,1
Piauí,2014-02-28,308.6,2014,2
Piauí,2014-03-31,296.4,2014,3
Piauí,2014-04-30,227.5,2014,4
Piauí,2014-05-31,124.3,2014,5
Piauí,2014-06-30,2.0,2014,6
Piauí,2014-07-31,1.4,2014,7
Piauí,2014-08-31,1.0,2014,8
Piauí,2014-09-30,7.9,2014,9
Piauí,2014-10-31,33.3,2014,10
Piauí,2014-11-30,39.7,2014,11
Piauí,2014-12-31,47.8,2014,12
Piauí,2015-01-31,69.2,2015,1
Piauí,2015-02-28,201.0,2015,2
Piauí,2015-03-31,250.7,2015,3
Piauí,2015-05-31,115.4,2015,5
Piauí,2015-06-30,23.1,2015,6
Piauí,2015-07-31,43.8,2015,7
Piauí,2015-08-31,2.4,2015,8
Piauí,2015-09-30,10.6,2015,9
Piauí,2015-10-31,32.5,2015,10
Piauí,2015-11-30,14.6,2015,11
Piauí,2015-12-31,9.9,2015,12
Piauí,2016-01-31,5.5,2016,1
Piauí,2016-02-29,118.4,2016,2
Piauí,2016-03-31,20.6,2016,3
Piauí,2016-04-30,95.4,2016,4
Piauí,2016-05-31,36.4,2016,5
Piauí,2016-06-30,25.4,2016,6
Piauí,2016-07-31,0.0,2016,7
Piauí,2016-08-31,0.0,2016,8
Piauí,2016-09-30,3.0,2016,9
Piauí,2016-10-31,16.0,2016,10
Piauí,2016-11-30,3.3,2016,11
Piauí,2017-05-31,142.6,2017,5
Piauí,2017-06-30,7.0,2017,6
Piauí,2017-07-31,27.3,2017,7
Piauí,2017-08-31,48.1,2017,8
Piauí,2017-09-30,0.0,2017,9
Piauí,2017-10-31,0.5,2017,10
Piauí,2017-11-30,14.7,2017,11
Minas Gerais,1998-01-31,339.6,1998,1
Minas Gerais,1998-02-28,226.3,1998,2
Minas Gerais,1998-03-31,68.7,1998,3
Minas Gerais,1998-04-30,37.2,1998,4
Minas Gerais,1998-05-31,78.2,1998,5
Minas Gerais,1998-06-30,3.0,1998,6
Minas Gerais,1998-07-31,0.0,1998,7
Minas Gerais,1998-08-31,43.2,1998,8
Minas Gerais,1998-09-30,39.4,1998,9
Minas Gerais,1998-10-31,105.6,1998,10
Minas Gerais,1998-11-30,338.4,1998,11
Minas Gerais,1998-12-31,231.9,1998,12
Minas Gerais,1999-01-31,237.3,1999,1
Minas Gerais,1999-02-28,94.7,1999,2
Minas Gerais,1999-03-31,246.4,1999,3
Minas Gerais,1999-04-30,56.7,1999,4
Minas Gerais,1999-05-31,4.0,1999,5
Minas Gerais,1999-06-30,2.4,1999,6
Minas Gerais,1999-07-31,0.0,1999,7
Minas Gerais,1999-08-31,0.0,1999,8
Minas Gerais,1999-09-30,43.8,1999,9
Minas Gerais,1999-10-31,84.0,1999,10
Minas Gerais,1999-11-30,279.3,1999,11
Minas Gerais,1999-12-31,294.1,1999,12
Minas Gerais,2000-01-31,469.5,2000,1
Minas Gerais,2000-02-29,194.0,2000,2
Minas Gerais,2000-03-31,131.4,2000,3
Minas Gerais,2000-04-30,55.1,2000,4
Minas Gerais,2000-05-31,1.5,2000,5
Minas Gerais,2000-06-30,0.0,2000,6
Minas Gerais,2000-07-31,2.8,2000,7
Minas Gerais,2000-08-31,18.5,2000,8
Minas Gerais,2000-09-30,49.4,2000,9
Minas Gerais,2000-10-31,69.8,2000,10
Minas Gerais,2000-11-30,268.0,2000,11
Minas Gerais,2000-12-31,316.4,2000,12
Minas Gerais,2001-01-31,165.9,2001,1
Minas Gerais,2001-02-28,64.7,2001,2
Minas Gerais,2001-03-31,138.9,2001,3
Minas Gerais,2001-04-30,19.2,2001,4
Minas Gerais,2001-05-31,46.9,2001,5
Minas Gerais,2001-06-30,0.0,2001,6
Minas Gerais,2001-07-31,10.9,2001,7
Minas Gerais,2001-08-31,42.5,2001,8
Minas Gerais,2001-09-30,56.5,2001,9
Minas Gerais,2001-10-31,162.4,2001,10
Minas Gerais,2001-11-30,329.9,2001,11
Minas Gerais,2001-12-31,421.4,2001,12
Minas Gerais,2002-01-31,285.5,2002,1
Minas Gerais,2002-02-28,303.7,2002,2
Minas Gerais,2002-03-31,72.0,2002,3
Minas Gerais,2002-04-30,53.1,2002,4
Minas Gerais,2002-05-31,13.4,2002,5
Minas Gerais,2002-06-30,0.0,2002,6
Minas Gerais,2002-07-31,5.0,2002,7
Minas Gerais,2002-08-31,2.0,2002,8
Minas Gerais,2002-09-30,80.5,2002,9
Minas Gerais,2002-10-31,32.5,2002,10
Minas Gerais,2002-11-30,245.5,2002,11
Minas Gerais,2002-12-31,395.3,2002,12
Minas Gerais,2003-01-31,781.6,2003,1
Minas Gerais,2003-02-28,182.9,2003,2
Minas Gerais,2003-03-31,178.7,2003,3
Minas Gerais,2003-04-30,26.2,2003,4
Minas Gerais,2003-05-31,20.2,2003,5
Minas Gerais,2003-06-30,0.0,2003,6
Minas Gerais,2003-07-31,0.0,2003,7
Minas Gerais,2003-08-31,10.4,2003,8
Minas Gerais,2003-09-30,12.1,2003,9
Minas Gerais,2003-10-31,22.0,2003,10
Minas Gerais,2003-11-30,212.1,2003,11
Minas Gerais,2003-12-31,277.3,2003,12
Minas Gerais,2004-01-31,502.9,2004,1
Minas Gerais,2004-02-29,363.9,2004,2
Minas Gerais,2004-03-31,105.6,2004,3
Minas Gerais,2004-04-30,184.9,2004,4
Minas Gerais,2004-05-31,20.5,2004,5
Minas Gerais,2004-06-30,17.7,2004,6
Minas Gerais,2004-07-31,40.0,2004,7
Minas Gerais,2004-08-31,0.0,2004,8
Minas Gerais,2004-09-30,0.0,2004,9
Minas Gerais,2004-10-31,44.3,2004,10
Minas Gerais,2004-11-30,157.2,2004,11
Minas Gerais,2004-12-31,499.8,2004,12
Minas Gerais,2005-01-31,241.0,2005,1
Minas Gerais,2005-02-28,158.3,2005,2
Minas Gerais,2005-03-31,253.7,2005,3
Minas Gerais,2005-04-30,38.6,2005,4
Minas Gerais,2005-05-31,36.0,2005,5
Minas Gerais,2005-06-30,23.3,2005,6
Minas Gerais,2005-07-31,6.5,2005,7
Minas Gerais,2005-08-31,4.9,2005,8
Minas Gerais,2005-09-30,127.2,2005,9
Minas Gerais,2005-10-31,42.9,2005,10
Minas Gerais,2005-11-30,292.7,2005,11
Minas Gerais,2005-12-31,393.0,2005,12
Minas Gerais,2006-01-31,144.2,2006,1
Minas Gerais,2006-02-28,132.6,2006,2
Minas Gerais,2006-03-31,265.0,2006,3
Minas Gerais,2006-04-30,54.8,2006,4
Minas Gerais,2006-05-31,45.7,2006,5
Minas Gerais,2006-06-30,5.8,2006,6
Minas Gerais,2006-07-31,3.2,2006,7
Minas Gerais,2006-08-31,21.6,2006,8
Minas Gerais,2006-09-30,89.2,2006,9
Minas Gerais,2006-10-31,123.4,2006,10
Minas Gerais,2006-11-30,343.6,2006,11
Minas Gerais,2006-12-31,338.8,2006,12
Minas Gerais,2007-01-31,350.9,2007,1
Minas Gerais,2007-02-28,171.3,2007,2
Minas Gerais,2007-03-31,79.8,2007,3
Minas Gerais,2007-04-30,98.0,2007,4
Minas Gerais,2007-05-31,7.0,2007,5
Minas Gerais,2007-06-30,0.0,2007,6
Minas Gerais,2007-07-31,5.9,2007,7
Minas Gerais,2007-08-31,0.0,2007,8
Minas Gerais,2007-09-30,1.7,2007,9
Minas Gerais,2007-10-31,104.0,2007,10
Minas Gerais,2007-11-30,132.4,2007,11
Minas Gerais,2007-12-31,212.2,2007,12
Minas Gerais,2008-01-31,305.5,2008,1
Minas Gerais,2008-02-29,208.6,2008,2
Minas Gerais,2008-03-31,346.5,2008,3
Minas Gerais,2008-04-30,144.0,2008,4
Minas Gerais,2008-05-31,0.5,2008,5
Minas Gerais,2008-06-30,2.1,2008,6
Minas Gerais,2008-07-31,0.0,2008,7
Minas Gerais,2008-08-31,47.1,2008,8
Minas Gerais,2008-09-30,99.7,2008,9
Minas Gerais,2008-10-31,53.2,2008,10
Minas Gerais,2008-11-30,216.2,2008,11
Minas Gerais,2008-12-31,601.3,2008,12
Minas Gerais,2009-01-31,313.4,2009,1
Minas Gerais,2009-02-28,215.8,2009,2
Minas Gerais,2009-03-31,273.2,2009,3
Minas Gerais,2009-04-30,41.6,2009,4
Minas Gerais,2009-05-31,20.4,2009,5
Minas Gerais,2009-06-30,38.6,2009,6
Minas Gerais,2009-07-31,0.2,2009,7
Minas Gerais,2009-08-31,23.1,2009,8
Minas Gerais,2009-09-30,103.1,2009,9
Minas Gerais,2009-10-31,344.3,2009,10
Minas Gerais,2009-11-30,213.7,2009,11
Minas Gerais,2009-12-31,564.1,2009,12
Minas Gerais,2010-01-31,291.5,2010,1
Minas Gerais,2010-02-28,71.0,2010,2
Minas Gerais,2010-03-31,247.9,2010,3
Minas Gerais,2010-04-30,85.1,2010,4
Minas Gerais,2010-05-31,26.8,2010,5
Minas Gerais,2010-06-30,0.8,2010,6
Minas Gerais,2010-07-31,0.0,2010,7
Minas Gerais,2010-08-31,0.0,2010,8
Minas Gerais,2010-09-30,71.0,2010,9
Minas Gerais,2010-10-31,216.6,2010,10
Minas Gerais,2010-11-30,396.6,2010,11
Minas Gerais,2010-12-31,293.2,2010,12
Minas Gerais,2011-01-31,317.9,2011,1
Minas Gerais,2011-02-28,66.6,2011,2
Minas Gerais,2011-03-31,334.5,2011,3
Minas Gerais,2011-04-30,98.7,2011,4
Minas Gerais,2011-05-31,5.0,2011,5
Minas Gerais,2011-06-30,14.6,2011,6
Minas Gerais,2011-07-31,0.0,2011,7
Minas Gerais,2011-08-31,0.0,2011,8
Minas Gerais,2011-09-30,1.4,2011,9
Minas Gerais,2011-10-31,178.8,2011,10
Minas Gerais,2011-11-30,288.7,2011,11
Minas Gerais,2011-12-31,720.0,2011,12
Minas Gerais,2012-01-31,407.5,2012,1
Minas Gerais,2012-02-29,34.3,2012,2
Minas Gerais,2012-03-31,196.4,2012,3
Minas Gerais,2012-04-30,111.3,2012,4
Minas Gerais,2012-05-31,61.1,2012,5
Minas Gerais,2012-06-30,17.0,2012,6
Minas Gerais,2012-07-31,0.0,2012,7
Minas Gerais,2012-08-31,0.0,2012,8
Minas Gerais,2012-09-30,22.8,2012,9
Minas Gerais,2012-10-31,32.1,2012,10
Minas Gerais,2012-11-30,310.0,2012,11
Minas Gerais,2012-12-31,143.0,2012,12
Minas Gerais,2013-01-31,426.8,2013,1
Minas Gerais,2013-02-28,75.4,2013,2
Minas Gerais,2013-03-31,127.9,2013,3
Minas Gerais,2013-04-30,99.4,2013,4
Minas Gerais,2013-05-31,46.7,2013,5
Minas Gerais,2013-06-30,23.1,2013,6
Minas Gerais,2013-07-31,0.0,2013,7
Minas Gerais,2013-08-31,0.0,2013,8
Minas Gerais,2013-09-30,32.8,2013,9
Minas Gerais,2013-10-31,137.7,2013,10
Minas Gerais,2013-11-30,108.2,2013,11
Minas Gerais,2013-12-31,495.0,2013,12
Minas Gerais,2014-01-31,103.9,2014,1
Minas Gerais,2014-02-28,22.9,2014,2
Minas Gerais,2014-03-31,73.7,2014,3
Minas Gerais,2014-04-30,235.8,2014,4
Minas Gerais,2014-05-31,18.5,2014,5
Minas Gerais,2014-06-30,13.1,2014,6
Minas Gerais,2014-07-31,48.1,2014,7
Minas Gerais,2014-08-31,3.3,2014,8
Minas Gerais,2014-09-30,1.8,2014,9
Minas Gerais,2014-10-31,69.4,2014,10
Minas Gerais,2014-11-30,215.5,2014,11
Minas Gerais,2014-12-31,138.1,2014,12
Minas Gerais,2015-01-31,103.8,2015,1
Minas Gerais,2015-02-28,263.8,2015,2
Minas Gerais,2015-03-31,237.2,2015,3
Minas Gerais,2015-04-30,78.7,2015,4
Minas Gerais,2015-05-31,96.7,2015,5
Minas Gerais,2015-06-30,5.0,2015,6
Minas Gerais,2015-07-31,12.4,2015,7
Minas Gerais,2015-08-31,0.0,2015,8
Minas Gerais,2015-09-30,43.5,2015,9
Minas Gerais,2015-10-31,67.5,2015,10
Minas Gerais,2015-11-30,184.3,2015,11
Minas Gerais,2015-12-31,152.3,2015,12
Minas Gerais,2016-01-31,328.9,2016,1
Minas Gerais,2016-02-29,175.7,2016,2
Minas Gerais,2016-03-31,113.1,2016,3
Minas Gerais,2016-04-30,26.2,2016,4
Minas Gerais,2016-05-31,0.0,2016,5
Minas Gerais,2016-06-30,75.3,2016,6
Minas Gerais,2016-07-31,0.0,2016,7
Minas Gerais,2016-08-31,0.4,2016,8
Minas Gerais,2016-09-30,65.4,2016,9
Minas Gerais,2016-10-31,70.7,2016,10
Minas Gerais,2016-11-30,273.0,2016,11
Minas Gerais,2016-12-31,244.6,2016,12
Minas Gerais,2017-01-31,107.0,2017,1
Minas Gerais,2017-02-28,142.6,2017,2
Minas Gerais,2017-03-31,106.5,2017,3
Minas Gerais,2017-04-30,51.6,2017,4
Minas Gerais,2017-05-31,20.8,2017,5
Minas Gerais,2017-06-30,19.8,2017,6
Minas Gerais,2017-07-31,0.5,2017,7
Minas Gerais,2017-08-31,0.0,2017,8
Minas Gerais,2017-09-30,46.6,2017,9
Minas Gerais,2017-10-31,148.2,2017,10
Minas Gerais,2017-11-30,185.6,2017,11
Paraná,1998-01-31,160.9,1998,1
Paraná,1998-02-28,178.9,1998,2
Paraná,1998-03-31,335.8,1998,3
Paraná,1998-04-30,178.7,1998,4
Paraná,1998-05-31,43.6,1998,5
Paraná,1998-06-30,90.4,1998,6
Paraná,1998-07-31,138.3,1998,7
Paraná,1998-08-31,271.1,1998,8
Paraná,1998-09-30,358.8,1998,9
Paraná,1998-10-31,196.4,1998,10
Paraná,1998-11-30,11.3,1998,11
Paraná,1998-12-31,104.7,1998,12
Paraná,1999-01-31,341.0,1999,1
Paraná,1999-02-28,445.2,1999,2
Paraná,1999-03-31,127.9,1999,3
Paraná,1999-04-30,55.5,1999,4
Paraná,1999-05-31,70.6,1999,5
Paraná,1999-06-30,83.9,1999,6
Paraná,1999-07-31,141.7,1999,7
Paraná,1999-08-31,11.0,1999,8
Paraná,1999-09-30,114.3,1999,9
Paraná,1999-10-31,117.9,1999,10
Paraná,1999-11-30,62.4,1999,11
Paraná,1999-12-31,126.4,1999,12
Paraná,2000-01-31,125.2,2000,1
Paraná,2000-02-29,197.6,2000,2
Paraná,2000-03-31,136.4,2000,3
Paraná,2000-04-30,10.8,2000,4
Paraná,2000-05-31,19.0,2000,5
Paraná,2000-06-30,121.2,2000,6
Paraná,2000-07-31,74.3,2000,7
Paraná,2000-08-31,92.4,2000,8
Paraná,2000-09-30,249.1,2000,9
Paraná,2000-10-31,164.1,2000,10
Paraná,2000-11-30,143.8,2000,11
Paraná,2000-12-31,171.8,2000,12
Paraná,2001-09-30,26.0,2001,9
Paraná,2001-10-31,190.0,2001,10
Paraná,2001-11-30,140.4,2001,11
Paraná,2001-12-31,127.2,2001,12
Paraná,2002-01-31,223.0,2002,1
Paraná,2002-02-28,141.8,2002,2
Paraná,2002-03-31,93.5,2002,3
Paraná,2002-04-30,141.7,2002,4
Paraná,2002-05-31,117.1,2002,5
Paraná,2002-06-30,44.0,2002,6
Paraná,2002-07-31,44.5,2002,7
Paraná,2002-08-31,105.4,2002,8
Paraná,2002-09-30,190.4,2002,9
Paraná,2002-10-31,140.9,2002,10
Paraná,2002-11-30,173.1,2002,11
Paraná,2002-12-31,159.1,2002,12
Paraná,2003-01-31,223.6,2003,1
Paraná,2003-02-28,133.2,2003,2
Paraná,2003-03-31,214.1,2003,3
Paraná,2003-04-30,80.4,2003,4
Paraná,2003-05-31,25.7,2003,5
Paraná,2003-06-30,97.5,2003,6
Paraná,2003-07-31,151.2,2003,7
Paraná,2003-08-31,14.5,2003,8
Paraná,2003-09-30,160.7,2003,9
Paraná,2003-10-31,80.8,2003,10
Paraná,2003-11-30,153.2,2003,11
Paraná,2003-12-31,185.2,2003,12
Paraná,2004-01-31,186.4,2004,1
Paraná,2004-02-29,72.6,2004,2
Paraná,2004-03-31,180.9,2004,3
Paraná,2004-04-30,99.0,2004,4
Paraná,2004-05-31,154.5,2004,5
Paraná,2004-06-30,72.1,2004,6
Paraná,2004-07-31,122.4,2004,7
Paraná,2004-08-31,16.4,2004,8
Paraná,2004-09-30,65.6,2004,9
Paraná,2004-10-31,166.2,2004,10
Paraná,2004-11-30,120.1,2004,11
Paraná,2004-12-31,160.5,2004,12
Paraná,2005-01-31,181.5,2005,1
Paraná,2005-02-28,82.7,2005,2
Paraná,2005-03-31,78.9,2005,3
Paraná,2005-04-30,148.8,2005,4
Paraná,2005-05-31,118.7,2005,5
Paraná,2005-06-30,71.3,2005,6
Paraná,2005-07-31,103.6,2005,7
Paraná,2005-08-31,146.2,2005,8
Paraná,2005-09-30,248.6,2005,9
Paraná,2005-10-31,211.7,2005,10
Paraná,2005-11-30,90.5,2005,11
Paraná,2005-12-31,49.9,2005,12
Paraná,2006-01-31,147.6,2006,1
Paraná,2006-02-28,174.7,2006,2
Paraná,2006-03-31,165.0,2006,3
Paraná,2006-04-30,22.8,2006,4
Paraná,2006-05-31,26.0,2006,5
Paraná,2006-06-30,35.5,2006,6
Paraná,2006-07-31,46.6,2006,7
Paraná,2006-08-31,47.5,2006,8
Paraná,2006-09-30,194.9,2006,9
Paraná,2006-10-31,53.0,2006,10
Paraná,2006-11-30,235.7,2006,11
Paraná,2006-12-31,103.3,2006,12
Paraná,2007-01-31,286.7,2007,1
Paraná,2007-02-28,152.3,2007,2
Paraná,2007-03-31,139.3,2007,3
Paraná,2007-04-30,108.2,2007,4
Paraná,2007-05-31,196.9,2007,5
Paraná,2007-06-30,3.2,2007,6
Paraná,2007-07-31,113.3,2007,7
Paraná,2007-08-31,10.5,2007,8
Paraná,2007-09-30,89.1,2007,9
Paraná,2007-10-31,133.8,2007,10
Paraná,2007-11-30,125.1,2007,11
Paraná,2007-12-31,209.6,2007,12
Paraná,2008-01-31,190.2,2008,1
Paraná,2008-02-29,134.6,2008,2
Paraná,2008-03-31,187.6,2008,3
Paraná,2008-04-30,174.2,2008,4
Paraná,2008-05-31,68.4,2008,5
Paraná,2008-06-30,145.8,2008,6
Paraná,2008-07-31,35.4,2008,7
Paraná,2008-08-31,165.3,2008,8
Paraná,2008-09-30,44.5,2008,9
Paraná,2008-10-31,278.3,2008,10
Paraná,2008-11-30,81.6,2008,11
Paraná,2008-12-31,65.3,2008,12
Paraná,2009-01-31,223.7,2009,1
Paraná,2009-02-28,124.9,2009,2
Paraná,2009-03-31,107.4,2009,3
Paraná,2009-04-30,52.6,2009,4
Paraná,2009-05-31,81.2,2009,5
Paraná,2009-06-30,71.2,2009,6
Paraná,2009-07-31,247.3,2009,7
Paraná,2009-08-31,89.4,2009,8
Paraná,2009-09-30,334.3,2009,9
Paraná,2009-10-31,161.4,2009,10
Paraná,2009-11-30,203.5,2009,11
Paraná,2009-12-31,177.1,2009,12
Paraná,2010-01-31,436.9,2010,1
Paraná,2010-02-28,178.7,2010,2
Paraná,2010-03-31,208.8,2010,3
Paraná,2010-04-30,207.3,2010,4
Paraná,2010-05-31,104.7,2010,5
Paraná,2010-06-30,86.4,2010,6
Paraná,2010-07-31,132.9,2010,7
Paraná,2010-08-31,47.1,2010,8
Paraná,2010-09-30,55.0,2010,9
Paraná,2010-10-31,152.5,2010,10
Paraná,2010-11-30,98.6,2010,11
Paraná,2010-12-31,322.1,2010,12
Paraná,2011-01-31,338.8,2011,1
Paraná,2011-02-28,293.1,2011,2
Paraná,2011-03-31,75.6,2011,3
Paraná,2011-04-30,108.2,2011,4
Paraná,2011-05-31,33.6,2011,5
Paraná,2011-06-30,108.8,2011,6
Paraná,2011-07-31,147.1,2011,7
Paraná,2011-08-31,260.9,2011,8
Paraná,2011-09-30,59.9,2011,9
Paraná,2011-10-31,191.9,2011,10
Paraná,2011-11-30,68.0,2011,11
Paraná,2011-12-31,128.6,2011,12
Paraná,2012-01-31,121.0,2012,1
Paraná,2012-02-29,198.8,2012,2
Paraná,2012-03-31,48.0,2012,3
Paraná,2012-04-30,182.9,2012,4
Paraná,2012-05-31,61.8,2012,5
Paraná,2012-06-30,225.5,2012,6
Paraná,2012-07-31,108.9,2012,7
Paraná,2012-08-31,31.5,2012,8
Paraná,2012-09-30,62.8,2012,9
Paraná,2012-10-31,160.1,2012,10
Paraná,2012-11-30,69.4,2012,11
Paraná,2012-12-31,254.6,2012,12
Paraná,2013-01-31,77.6,2013,1
Paraná,2013-02-28,197.7,2013,2
Paraná,2013-03-31,134.4,2013,3
Paraná,2013-04-30,50.8,2013,4
Paraná,2013-05-31,69.5,2013,5
Paraná,2013-06-30,308.9,2013,6
Paraná,2013-07-31,181.8,2013,7
Paraná,2013-08-31,39.4,2013,8
Paraná,2013-09-30,197.0,2013,9
Paraná,2013-10-31,103.5,2013,10
Paraná,2013-11-30,96.5,2013,11
Paraná,2013-12-31,49.2,2013,12
Paraná,2014-01-31,242.5,2014,1
Paraná,2014-02-28,110.2,2014,2
Paraná,2014-03-31,232.0,2014,3
Paraná,2014-04-30,81.0,2014,4
Paraná,2014-05-31,87.1,2014,5
Paraná,2014-06-30,210.4,2014,6
Paraná,2014-07-31,49.0,2014,7
Paraná,2014-08-31,62.7,2014,8
Paraná,2014-09-30,176.4,2014,9
Paraná,2014-10-31,116.8,2014,10
Paraná,2014-11-30,203.2,2014,11
Paraná,2014-12-31,155.6,2014,12
Paraná,2015-01-31,180.5,2015,1
Paraná,2015-02-28,243.1,2015,2
Paraná,2015-03-31,193.7,2015,3
Paraná,2015-04-30,52.2,2015,4
Paraná,2015-05-31,115.1,2015,5
Paraná,2015-06-30,82.2,2015,6
Paraná,2015-07-31,189.5,2015,7
Paraná,2015-08-31,26.0,2015,8
Paraná,2015-09-30,129.7,2015,9
Paraná,2015-10-31,246.7,2015,10
Paraná,2015-11-30,241.2,2015,11
Paraná,2015-12-31,259.5,2015,12
Paraná,2016-01-31,164.3,2016,1
Paraná,2016-02-29,295.8,2016,2
Paraná,2016-03-31,92.8,2016,3
Paraná,2016-04-30,142.7,2016,4
Paraná,2016-05-31,142.3,2016,5
Paraná,2016-06-30,130.9,2016,6
Paraná,2016-07-31,117.1,2016,7
Paraná,2016-08-31,172.3,2016,8
Paraná,2016-09-30,95.0,2016,9
Paraná,2016-10-31,172.1,2016,10
Paraná,2016-11-30,102.7,2016,11
Paraná,2016-12-31,76.0,2016,12
Paraná,2017-01-31,191.2,2017,1
Paraná,2017-02-28,86.7,2017,2
Paraná,2017-03-31,40.0,2017,3
Paraná,2017-04-30,69.0,2017,4
Paraná,2017-05-31,88.1,2017,5
Paraná,2017-06-30,181.3,2017,6
Paraná,2017-07-31,7.8,2017,7
Paraná,2017-08-31,92.9,2017,8
Paraná,2017-09-30,36.2,2017,9
Paraná,2017-10-31,212.2,2017,10
Paraná,2017-11-30,129.4,2017,11
Maranhao,1998-01-31,306.7,1998,1
Maranhao,1998-02-28,58.8,1998,2
Maranhao,1998-03-31,366.1,1998,3
Maranhao,1998-04-30,246.6,1998,4
Maranhao,1998-05-31,144.4,1998,5
Maranhao,1998-06-30,128.2,1998,6
Maranhao,1998-07-31,152.4,1998,7
Maranhao,1998-08-31,2.7,1998,8
Maranhao,1998-09-30,0.0,1998,9
Maranhao,1998-10-31,0.0,1998,10
Maranhao,1998-11-30,0.3,1998,11
Maranhao,1998-12-31,53.6,1998,12
Maranhao,1999-01-31,135.7,1999,1
Maranhao,1999-02-28,375.0,1999,2
Maranhao,1999-03-31,660.8,1999,3
Maranhao,1999-04-30,474.4,1999,4
Maranhao,1999-05-31,241.9,1999,5
Maranhao,1999-06-30,171.0,1999,6
Maranhao,1999-07-31,131.0,1999,7
Maranhao,1999-08-31,44.1,1999,8
Maranhao,1999-09-30,0.1,1999,9
Maranhao,1999-10-31,1.1,1999,10
Maranhao,1999-11-30,0.0,1999,11
Maranhao,1999-12-31,131.1,1999,12
Maranhao,2000-01-31,267.1,2000,1
Maranhao,2000-02-29,392.1,2000,2
Maranhao,2000-03-31,606.0,2000,3
Maranhao,2000-04-30,609.6,2000,4
Maranhao,2000-05-31,422.2,2000,5
Maranhao,2000-06-30,146.1,2000,6
Maranhao,2000-07-31,202.1,2000,7
Maranhao,2000-08-31,63.9,2000,8
Maranhao,2000-09-30,12.6,2000,9
Maranhao,2000-10-31,0.0,2000,10
Maranhao,2000-11-30,0.2,2000,11
Maranhao,2000-12-31,43.3,2000,12
Maranhao,2001-01-31,336.2,2001,1
Maranhao,2001-02-28,445.4,2001,2
Maranhao,2001-03-31,370.7,2001,3
Maranhao,2001-04-30,590.1,2001,4
Maranhao,2001-05-31,201.8,2001,5
Maranhao,2001-06-30,327.2,2001,6
Maranhao,2001-07-31,150.2,2001,7
Maranhao,2001-08-31,0.5,2001,8
Maranhao,2001-09-30,7.4,2001,9
Maranhao,2001-10-31,0.0,2001,10
Maranhao,2001-11-30,6.1,2001,11
Maranhao,2001-12-31,44.0,2001,12
Maranhao,2002-01-31,345.6,2002,1
Maranhao,2002-02-28,83.4,2002,2
Maranhao,2002-03-31,314.1,2002,3
Maranhao,2002-04-30,489.3,2002,4
Maranhao,2002-05-31,295.4,2002,5
Maranhao,2002-06-30,237.0,2002,6
Maranhao,2002-07-31,42.3,2002,7
Maranhao,2002-08-31,4.6,2002,8
Maranhao,2002-09-30,0.0,2002,9
Maranhao,2002-10-31,0.0,2002,10
Maranhao,2002-11-30,29.3,2002,11
Maranhao,2002-12-31,47.4,2002,12
Maranhao,2003-01-31,359.1,2003,1
Maranhao,2003-02-28,491.1,2003,2
Maranhao,2003-03-31,570.2,2003,3
Maranhao,2003-04-30,428.8,2003,4
Maranhao,2003-05-31,207.7,2003,5
Maranhao,2003-06-30,148.0,2003,6
Maranhao,2003-07-31,64.6,2003,7
Maranhao,2003-08-31,34.4,2003,8
Maranhao,2003-09-30,5.9,2003,9
Maranhao,2003-10-31,0.2,2003,10
Maranhao,2003-11-30,4.7,2003,11
Maranhao,2003-12-31,55.8,2003,12
Maranhao,2004-01-31,445.7,2004,1
Maranhao,2004-02-29,485.4,2004,2
